#    X        Y           F606W     F814W
#    ACS/WFC-pixel            ACS/WFC  
  2052.887  2547.677      25.319    24.083
  2057.196  2545.259      27.524    26.193
  2042.803  2604.842      26.961    25.229
  2043.299  2596.749      27.894    25.865
  2051.616  2597.428      26.856    25.492
  2057.768  2607.069      25.212    23.732
  2049.889  2632.627      24.429    22.989
  2055.326  2622.507      27.631    26.353
  2039.545  2660.689      24.858    23.378
  2041.802  2647.023      26.665    25.381
  2049.896  2658.331      23.808    22.411
  2051.058  2639.669      25.542    23.833
  2060.518  2660.262      23.917    22.514
  2060.801  2657.407      24.968    23.448
  2048.932  2662.206      26.961    25.177
  2051.545  2660.123      26.797    25.187
  2038.525  2676.281      26.405    24.933
  2061.046  2666.591      25.776    24.192
  2044.006  2695.419      25.429    24.012
  2059.845  2711.629      25.001    23.501
  2048.353  2732.060      25.788    24.476
  2055.493  2750.587      23.131    21.681
  2059.474  2744.800      26.333    24.725
  2049.558  2777.751      26.272    24.710
  2053.344  2771.283      25.530    23.750
  2061.749  2781.961      25.604    23.907
  2039.110  2800.061      27.376    25.608
  2050.301  2799.578      27.565    26.082
  2051.354  2809.600      29.273    25.989
  2055.953  2806.750      25.971    24.297
  2042.256  2825.672      27.086    25.528
  2046.163  2831.351      25.730    24.191
  2050.653  2834.498      26.684    25.660
  2054.385  2816.784      22.515    20.928
  2052.261  2850.928      27.055    25.790
  2057.843  2839.155      26.043    24.535
  2058.652  2847.088      27.232    25.683
  2038.108  2856.765      27.294    25.709
  2048.278  2882.980      24.169    22.696
  2050.826  2866.342      26.317    24.911
  2038.687  2866.878      27.095    25.568
  2040.623  2893.594      23.192    21.707
  2043.536  2890.423      24.996    23.437
  2043.878  2896.754      26.441    24.853
  2046.669  2913.993      25.647    24.068
  2046.480  2925.295      27.032    24.974
  2054.133  2924.743      26.817    24.839
  2059.682  2930.163      24.429    22.932
  2055.177  2959.337      24.693    23.189
  2061.364  2956.789      22.890    21.369
  2059.510  2985.577      24.904    23.263
  2072.615  1991.467      25.184    23.587
  2076.479  2008.050      28.297    26.107
  2083.743  2011.386      25.067    23.557
  2075.025  2018.383      26.428    24.892
  2083.265  2031.432      26.800    24.902
  2073.885  2065.427      27.107    25.633
  2070.185  2107.470      23.664    22.186
  2070.558  2130.155      27.205    25.891
  2063.588  2140.793      23.975    22.546
  2067.559  2202.181      26.574    24.279
  2072.332  2197.261      26.360    24.371
  2081.017  2203.695      27.084    25.413
  2064.170  2216.710      27.282    25.700
  2083.362  2235.362      27.915    25.841
  2072.412  2244.810      27.504    25.922
  2083.658  2251.949      23.591    22.132
  2082.805  2258.962      28.256    26.341
  2066.444  2270.344      25.538    23.979
  2066.260  2286.601      27.010    25.250
  2074.089  2275.608      27.919    26.295
  2075.914  2284.549      25.426    23.873
  2078.552  2286.275      24.396    22.927
  2087.941  2335.759      26.613    24.647
  2082.274  2338.302      27.610    25.822
  2083.495  2361.267      26.298    24.440
  2085.132  2345.065      26.537    25.013
  2087.715  2340.248      27.652    25.861
  2065.425  2385.766      26.536    24.967
  2083.632  2369.604      23.585    22.188
  2086.793  2375.479      27.480    25.794
  2086.581  2386.475      27.875    25.345
  2065.346  2410.044      26.284    24.948
  2082.080  2389.314      26.187    24.832
  2086.840  2389.735      25.515    23.925
  2072.881  2416.770      24.323    22.861
  2066.249  2457.514      26.000    24.329
  2078.773  2459.504      24.474    23.085
  2063.578  2448.696      27.625    26.335
  2068.797  2475.089      23.821    22.419
  2076.799  2474.447      25.507    23.970
  2081.891  2467.403      26.821    25.264
  2086.242  2482.893      24.927    23.553
  2066.410  2500.408      26.621    25.138
  2068.266  2508.991      24.495    23.020
  2085.265  2507.305      25.652    24.341
  2087.490  2489.838      27.321    25.807
  2070.901  2530.509      26.064    24.425
  2072.511  2528.176      26.361    24.774
  2079.264  2514.614      24.827    23.511
  2086.628  2520.099      27.432    25.325
  2074.921  2552.869      24.404    23.042
  2078.076  2538.037      26.325    24.600
  2078.560  2559.577      25.583    24.159
  2079.470  2549.289      25.149    23.643
  2063.717  2580.946      26.931    25.363
  2072.104  2585.867      23.017    21.546
  2078.330  2570.635      24.617    23.065
  2081.031  2563.500      25.079    23.609
  2082.030  2565.538      25.879    24.359
  2075.143  2573.733      27.775    26.136
  2086.131  2588.348      26.965    24.956
  2079.871  2609.093      26.531    24.786
  2077.195  2613.585      20.868    19.267
  2063.602  2651.083      26.596    25.073
  2065.647  2658.768      26.046    24.295
  2067.874  2661.760      27.156    25.486
  2077.953  2644.015      25.200    23.580
  2079.115  2684.655      25.643    24.282
  2064.849  2699.615      27.023    25.358
  2065.936  2691.236      26.469    24.680
  2069.166  2703.632      25.499    23.849
  2076.221  2690.006      27.744    26.032
  2077.363  2703.342      26.902    25.930
  2079.694  2695.838      24.979    23.429
  2063.872  2688.542      27.703    25.771
  2064.387  2695.285      27.392    26.129
  2073.939  2736.244      27.434    25.754
  2069.081  2762.466      27.759    25.740
  2079.218  2741.353      25.072    23.605
  2070.530  2783.728      25.282    23.777
  2074.080  2766.119      24.374    22.965
  2073.789  2779.898      25.952    24.372
  2086.304  2765.049      26.123    24.320
  2064.687  2794.173      25.426    23.811
  2068.848  2804.804      24.682    23.048
  2078.291  2795.924      26.809    25.215
  2063.059  2824.429      25.578    24.045
  2064.572  2827.782      26.003    24.410
  2075.457  2827.520      25.601    23.923
  2079.675  2819.594      24.592    23.080
  2080.794  2837.125      26.008    24.293
  2086.442  2835.062      26.067    24.387
  2078.495  2835.973      27.407    25.701
  2062.979  2848.598      27.234    25.911
  2071.675  2841.908      26.171    24.651
  2075.801  2851.317      26.962    25.792
  2081.545  2855.461      25.414    23.970
  2065.637  2869.677      26.033    24.201
  2073.488  2865.175      24.381    22.907
  2067.415  2897.991      25.107    23.485
  2069.025  2926.928      26.441    24.550
  2073.698  2935.491      26.415    24.850
  2085.968  2927.920      26.968    25.560
  2075.447  2936.265      26.685    25.024
  2067.520  2959.195      27.114    25.128
  2071.826  2957.268      26.897    25.597
  2085.378  2943.094      24.390    22.885
  2085.929  2959.024      25.257    23.716
  2067.091  2979.686      25.549    24.110
  2068.857  2965.802      28.001    25.773
  2075.138  2987.622      24.991    23.321
  2080.620  2974.792      24.379    22.873
  2084.800  2983.468      24.303    22.834
  2086.188  2977.676      26.109    24.736
  2066.663  2977.569      25.802    24.296
  2082.897  2985.813      25.891    24.318
  2098.080  1999.223      25.923    24.529
  2103.694  2006.253      26.035    24.517
  2111.475  2007.954      24.532    22.988
  2102.715  2040.933      27.936    25.195
  2098.246  2081.831      26.274    24.721
  2101.319  2087.933      26.128    24.551
  2102.295  2076.656      24.509    22.959
  2112.538  2076.020      23.895    22.433
  2098.205  2108.942      27.165    25.086
  2103.388  2093.105      26.496    24.786
  2092.777  2131.928      25.379    23.824
  2101.526  2131.030      26.132    24.306
  2090.961  2131.707      29.173    25.797
  2098.659  2130.834      27.082    25.814
  2094.292  2159.062      26.326    24.875
  2099.994  2156.234      26.652    25.336
  2102.712  2146.320      26.632    25.848
  2109.467  2155.816      27.008    25.516
  2090.149  2165.031      22.976    21.488
  2107.067  2173.217      27.365    25.817
  2108.372  2167.184      26.753    24.995
  2112.437  2167.015      26.820    24.858
  2095.143  2212.310      25.475    24.078
  2108.364  2212.128      26.371    24.622
  2110.286  2190.941      25.981    24.210
  2107.136  2208.890      27.668    25.564
  2089.589  2223.673      26.944    25.280
  2091.452  2234.210      25.934    24.064
  2101.783  2217.523      23.926    22.556
  2105.470  2217.177      24.829    23.451
  2090.479  2219.345      28.562    26.464
  2106.545  2259.177      26.576    26.186
  2092.439  2272.055      24.466    22.936
  2090.427  2305.996      28.508    25.833
  2093.582  2333.967      27.800    25.914
  2109.891  2325.592      26.307    24.854
  2091.108  2383.380      23.078    21.636
  2104.328  2370.169      24.518    23.174
  2109.730  2367.362      25.779    24.302
  2093.375  2409.758      23.906    22.464
  2105.909  2392.442      27.374    25.736
  2088.054  2415.031      26.560    24.706
  2105.836  2424.708      25.355    23.814
  2103.921  2451.902      25.484    23.947
  2106.209  2442.844      22.720    21.173
  2112.235  2458.342      26.339    25.057
  2100.330  2452.227      26.743    25.884
  2090.983  2483.287      23.362    21.902
  2096.162  2464.770      25.060    23.501
  2096.327  2477.607      25.069    23.535
  2101.927  2482.996      26.982    25.588
  2101.964  2478.908      27.821    26.238
  2093.780  2508.221      26.532    24.835
  2110.005  2503.947      24.728    23.403
  2099.474  2495.871      28.155    26.304
  2089.423  2513.879      28.664    25.668
  2099.651  2520.788      27.429    25.456
  2103.277  2529.308      26.590    24.753
  2094.679  2519.909      27.538    26.044
  2096.641  2541.830      20.940    19.323
  2104.537  2546.178      27.932    25.718
  2089.030  2564.976      26.641    25.555
  2090.449  2573.134      25.634    24.041
  2099.082  2570.752      24.489    23.050
  2100.941  2580.088      25.954    24.140
  2095.867  2592.357      26.254    24.380
  2110.124  2603.699      24.960    23.494
  2090.184  2628.527      23.749    22.373
  2094.277  2631.198      26.116    24.604
  2106.271  2623.042      26.955    25.355
  2089.913  2648.843      26.040    24.608
  2098.481  2655.673      26.021    24.499
  2110.749  2645.107      27.323    24.829
  2097.987  2686.084      25.235    23.689
  2108.889  2684.499      25.568    24.106
  2110.208  2680.976      24.122    22.710
  2090.162  2693.272      26.247    24.678
  2095.505  2709.426      26.561    25.047
  2102.186  2704.933      25.219    23.738
  2103.532  2696.773      25.419    23.787
  2093.308  2692.590      27.180    25.339
  2099.137  2723.526      25.492    23.857
  2108.615  2714.470      24.331    22.839
  2112.031  2719.870      26.917    25.136
  2112.510  2727.163      25.248    23.666
  2093.239  2739.279      27.060    25.465
  2098.925  2758.785      26.478    25.242
  2097.213  2772.827      26.274    24.535
  2098.084  2765.301      25.827    24.434
  2106.876  2772.439      25.087    23.616
  2109.875  2771.207      24.125    22.664
  2094.546  2807.640      24.978    23.631
  2102.326  2788.199      27.026    25.600
  2107.785  2790.454      27.054    25.427
  2107.587  2815.663      25.811    24.265
  2092.389  2844.848      24.478    22.950
  2104.849  2862.247      24.097    22.617
  2106.622  2850.864      26.784    25.228
  2107.024  2846.904      26.917    25.188
  2096.589  2844.797      27.005    25.468
  2093.257  2866.358      23.788    22.204
  2089.203  2894.397      24.820    23.419
  2091.120  2907.661      27.224    25.842
  2092.862  2891.197      25.608    24.049
  2097.646  2894.091      24.706    23.191
  2099.846  2908.159      25.282    23.676
  2096.475  2895.516      25.394    23.855
  2096.183  2902.629      27.249    26.363
  2092.845  2915.969      25.171    23.687
  2095.091  2913.419      25.772    24.201
  2097.626  2923.571      27.301    24.995
  2108.563  2926.923      26.450    24.963
  2096.735  2944.421      23.941    22.488
  2099.015  2960.501      25.707    24.149
  2099.792  2941.723      25.352    23.734
  2103.571  2950.804      26.928    25.690
  2106.713  2962.500      26.586    24.862
  2100.231  2943.634      26.307    24.734
  2099.099  2962.085      27.530    25.965
  2099.112  2975.188      27.314    25.673
  2107.184  2984.581      20.985    19.300
  2107.266  2971.724      27.024    24.860
