#    X         Y         F606W       rms      N     F814W      rms       N        RA               DEC               flag  
#
   558.310   923.452     29.3271    1.086     3     28.6631    9.900     1     43.83596769179    -54.14069807982        0
   542.375   958.180     29.2741    9.900     1     29.3891    9.900     1     43.83559049722    -54.14021574261        0
   555.680   948.965     31.7291    9.900     1     33.0021    9.900     1     43.83590576976    -54.14034372662        1
   538.948   966.427     33.9021    9.900     1     28.4261    9.900     1     43.83550939166    -54.14010119990        1
   579.286   753.047     31.1321    0.306     3     29.4751    9.900     1     43.83646214946    -54.14306485473        0
   574.384   763.350     29.7001    1.795     2     29.4701    9.900     1     43.83634609941    -54.14292175641        0
   564.077   819.695     30.3831    9.900     1     29.1581    1.682     2     43.83610267521    -54.14213917531        0
   585.603   834.483     33.9021    9.900     1     28.9041    9.900     1     43.83661327077    -54.14193377499        0
   579.385   885.090     28.6811    9.900     1     27.7601    9.900     1     43.83646669379    -54.14123088847        1
   563.906   899.376     29.2691    0.018     2     28.9441    9.900     1     43.83609995667    -54.14103247328        1
   575.071   983.154     26.9441    0.028     3     25.9701    0.258     2     43.83636605230    -54.13986886347        0
   606.661   754.004     32.7921    2.189     2     29.2261    4.259     2     43.83711120122    -54.14305155335        1
   596.353   769.088     29.2921    9.900     1     33.0021    9.900     1     43.83686705708    -54.14284205284        0
   597.719   771.730     29.5601    9.900     1     30.6361    9.900     1     43.83689948708    -54.14280535721        0
   602.471   840.077     29.6341    9.900     1     32.5091    9.900     1     43.83701327664    -54.14185607322        0
   602.671   846.991     29.4391    1.403     2     33.0021    3.721     2     43.83701813208    -54.14176004350        0
   598.213   905.524     26.5151    9.900     1     29.4771    9.900     1     43.83691340549    -54.14094707089        0
   591.609   929.805     31.1051    9.900     1     29.8751    1.409     2     43.83675724037    -54.14060983050        0
   626.597   799.523     29.9431    0.409     2     29.3161    0.204     2     43.83758460561    -54.14241932584        0
   627.777   817.796     29.8311    9.900     1     29.0871    3.768     2     43.83761287891    -54.14216552883        0
   628.103   853.783     30.7051    1.612     2     29.5251    1.491     2     43.83762119276    -54.14166569955        1
   628.899   879.690     29.9511    0.030     2     29.3861    9.900     1     43.83764048541    -54.14130587284        0
   626.715   896.317     28.4181    0.477     2     28.1101    9.900     1     43.83758897738    -54.14107493854        1
   626.670   902.120     33.9021    0.675     2     29.0541    9.900     1     43.83758800489    -54.14099433977        0
   630.445   926.454     29.4651    9.900     1     28.9631    1.386     2     43.83767789718    -54.14065635967        1
   633.116   955.202     29.9201    9.900     1     31.0151    9.900     1     43.83774168647    -54.14025707321        1
   641.363   737.351     33.9021    9.900     1     29.0021    0.032     2     43.83793368450    -54.14328283754        0
   639.229   832.005     29.3101    0.525     2     29.0471    9.900     1     43.83788461906    -54.14196817382        0
   650.947   830.024     29.8411    9.900     1     28.5831    0.392     2     43.83816240285    -54.14199568420        0
   661.518   836.880     33.9021    9.900     1     28.6341    9.900     1     43.83841313466    -54.14190045648        0
   648.778   901.167     30.4241    0.047     2     29.1591    9.900     1     43.83811212367    -54.14100756851        0
   660.719   922.542     30.2261    1.784     2     28.6671    9.900     1     43.83839556154    -54.14071068361        1
   647.185   952.834     25.6601    9.900     1     24.9811    0.085     3     43.83807518877    -54.14028995788        1
   658.523   951.695     31.2581    9.900     1     29.7971    9.900     1     43.83834396606    -54.14030577372        1
   662.791   959.270     33.9021    9.900     1     28.5751    9.900     1     43.83844527067    -54.14020056186        0
   641.950   956.788     30.0541    1.383     2     30.0071    9.900     1     43.83795114387    -54.14023504195        1
   663.176   758.184     31.2621    9.900     1     30.2661    9.900     1     43.83845118615    -54.14299347716        0
   673.403   764.885     30.0271    9.900     1     29.9131    9.900     1     43.83869376498    -54.14290040238        1
   663.741   844.174     33.9021    9.900     1     28.4431    1.977     2     43.83846595493    -54.14179914818        1
   685.786   939.714     33.9021    9.900     1     33.0021    9.900     1     43.83899011441    -54.14047217032        1
   694.739   750.129     26.9051    0.133     3     26.0081    9.900     1     43.83919938787    -54.14310534345        1
   690.763   796.798     30.0501    9.900     1     29.2081    9.900     1     43.83910585573    -54.14245715166        1
   686.961   846.551     29.7641    9.900     1     28.8041    1.263     2     43.83901650043    -54.14176612564        0
   692.273   842.586     30.4501    9.900     1     28.9711    9.900     1     43.83914237670    -54.14182119432        0
   711.328   871.706     29.9551    9.900     1     28.9681    9.900     1     43.83959459360    -54.14141673543        1
   710.017   916.299     26.2741    0.165     2     25.5921    0.126     2     43.83956420788    -54.14079737662        1
   698.912   957.423     28.6301    1.021     2     27.9511    0.640     2     43.83930157811    -54.14022620267        0
   704.790   943.211     29.5511    0.268     2     28.3961    9.900     1     43.83944070823    -54.14042359337        1
   694.988   956.141     29.7141    9.900     1     29.6131    9.900     1     43.83920852991    -54.14024400993        0
   729.503   756.815     33.2371    9.900     1     33.0021    9.900     1     43.84002371437    -54.14301246853        0
   737.985   743.868     28.2211    0.578     3     27.1821    2.489     2     43.84022461541    -54.14319228854        0
   720.304   829.896     32.1881    1.083     2     33.0021    9.900     1     43.83980674900    -54.14199743807        0
   722.453   837.544     30.7141    9.900     1     28.3221    9.900     1     43.83985781705    -54.14189121304        0
   726.622   831.815     29.4851    9.900     1     29.5721    9.900     1     43.83995656878    -54.14197078260        0
   715.028   873.161     31.2801    9.900     1     29.9781    0.484     3     43.83968233634    -54.14139652543        0
   731.879   876.175     29.4511    9.900     1     28.7281    0.275     2     43.84008188843    -54.14135465769        0
   736.997   919.166     27.2141    0.353     2     26.4661    9.900     1     43.84020388791    -54.14075754709        1
   713.668   944.360     30.6621    3.223     2     28.4971    1.482     2     43.83965120190    -54.14040763167        0
   725.845   967.540     28.3001    1.982     2     27.6531    2.796     2     43.83994024750    -54.14008567676        1
   741.308   749.486     27.8611    0.377     3     26.8791    1.065     2     43.84030348718    -54.14311425810        0
   747.687   749.014     27.5981    0.232     4     26.7111    0.476     2     43.84045472035    -54.14312081158        0
   752.625   747.014     28.3471    0.163     3     27.1481    1.233     2     43.84057176541    -54.14314858820        0
   753.596   753.069     28.1851    9.900     1     26.9661    0.404     2     43.84059487934    -54.14306448900        0
   758.233   750.295     28.4131    9.900     1     27.2831    1.883     2     43.84070477613    -54.14310301593        0
   748.858   746.281     29.0791    9.900     1     27.7011    9.900     1     43.84048244192    -54.14315877025        0
   739.217   766.732     33.9021    9.900     1     30.5141    0.675     2     43.84025417649    -54.14287472639        0
   741.937   777.340     28.0261    0.755     4     27.6141    3.594     2     43.84031882770    -54.14272738925        0
   742.270   861.932     30.1731    9.900     1     28.3661    1.225     2     43.84032802076    -54.14155247739        1
   763.461   741.949     26.4411    0.260     2     25.5181    0.207     4     43.84082860064    -54.14321893305        0
   772.823   786.972     29.4991    9.900     1     28.7941    9.900     1     43.84105124580    -54.14259359821        0
   768.690   902.614     29.9141    9.900     1     28.8161    9.900     1     43.84095500740    -54.14098742951        0
   763.521   930.064     29.4951    0.194     2     29.3071    1.053     2     43.84083287785    -54.14060617388        0
   775.505   954.377     30.0511    9.900     1     29.6831    3.273     2     43.84111735718    -54.14026848262        1
   765.673   986.108     28.9341    2.393     2     29.8061    0.286     2     43.84088474618    -54.13982776911        0
   799.054   760.347     30.2261    1.454     2     33.0021    0.993     2     43.84167275504    -54.14296338802        0
   802.155   754.070     29.7771    2.056     2     28.3331    9.900     1     43.84174618338    -54.14305056920        1
   793.021   784.946     26.9681    0.033     2     26.1081    0.116     3     43.84153008606    -54.14262173068        1
   811.631   944.084     29.0841    9.900     1     29.0891    9.900     1     43.84197366129    -54.14041143126        0
   812.218   951.659     33.9021    9.900     1     28.4251    9.900     1     43.84198768963    -54.14030622068        1
   802.972   963.900     29.7651    9.900     1     33.0021    9.900     1     43.84176867199    -54.14013620668        1
   821.872   748.706     29.6221    0.001     2     29.6261    9.900     1     43.84221357621    -54.14312506384        0
   820.456   819.271     26.9161    0.119     3     26.0831    0.020     3     43.84218104303    -54.14214497582        1
   823.887   856.807     29.3711    1.397     2     27.9911    9.900     1     43.84226293867    -54.14162363117        0
   835.716   878.061     30.0081    9.900     1     33.0021    9.900     1     43.84254369393    -54.14132842690        1
